Bins,BinStatus,BinType,ColourBand,Contract,ContractDesc,ContractVendor,FruitSize,Grade,GrowMethod,HarvestDate,HarvestPick,KGs,Location,MarketType,Markets,Orchard,OrchardBlock,OrchardPIN,OrchardProdSite,PackDate,PackingGroup,PackingPlan,PackingPlanDesc,ProblemRisk,Produce,SourceRun,StorageType,SubmCode,SubmProfile,SubmDate,TraderIn,Traders,Units,Variety,VarietyDesc,Run
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/02/2025,,261.864,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,B,R1149,R1149B,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1014,S,,B,,RA,RA,0.7274,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/02/2025,,275.22,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Riverside Apples,U,R1021,R1021C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1029,S,,B,,RA,RA,0.7645,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,13/02/2025,,190.404,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit STOCK ROADS,,R2534,R2534A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1023,S,,B,,RA,RA,0.5289,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,13/02/2025,,280.152,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,C,R1149,R1149C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1035,S,,B,,RA,RA,0.7782,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,15/02/2025,,360,P2 P244,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1191,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,17/02/2025,,41.508,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1231,S,,B,,RA,RA,0.1153,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,17/02/2025,,235.188,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Pioneer,,R1580,R1580B,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1042,S,,B,,RA,RA,0.6533,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,17/02/2025,,260.964,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1231,S,,B,,RA,RA,0.7249,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,17/02/2025,,325.872,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Pioneer,,R1580,R1580B,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1042,S,,B,,RA,RA,0.9052,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,17/02/2025,,360,P2 P244,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1196,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,17/02/2025,,1080,P2 P250,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1261,S,,B,,RA,RA,3,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,19/02/2025,,167.292,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,A,R1149,R1149A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1037,S,,B,,RA,RA,0.4647,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,19/02/2025,,222.3,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Tukituki,A,R1262,R1262A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1038,S,,B,,RA,RA,0.6175,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,19/02/2025,,269.568,P4 P407,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Korokipo Verries,KVR2,R2872,R2872D,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1064,S,,B,,RA,RA,0.7488,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,21/02/2025,,217.692,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",MANZANA 2,B,R2925,R2925B,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1224,S,,,,RA,RA,0.6047,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,24/02/2025,,360,P2 P218,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Home Block,C,R1230,R1230C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1204,S,,C,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,3/03/2025,,278.316,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Sim2,A1,R2886,R2886A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1226,S,,B,,RA,RA,0.7731,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,5/03/2025,,15.552,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,G2,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1232,S,,B,,RA,RA,0.0432,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,5/03/2025,,180.432,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919F,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1230,S,,B,,RA,RA,0.5012,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,5/03/2025,,285.948,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,G2,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1232,S,,B,,RA,RA,0.7943,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,5/03/2025,,288,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919F,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1230,S,,B,,RA,RA,0.8,996,Rockit (TM),
2,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,5/03/2025,,288,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,G2,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1232,S,,B,,RA,RA,1.6,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,5/03/2025,,360,P2 P244,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919G,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1197,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,10/03/2025,,264.924,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Sim1,D1,R2900,R2900D,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1228,S,,C,,RA,RA,0.7359,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,360,P2 P218,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1288,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,360,P3 P300 Alley,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Lowry,C1,R2918,R2918C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1282,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,720,CA1 SF CA1FACE,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1259,S,,B,,RA,RA,2,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,720,P2 P236,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1259,S,,B,,RA,RA,2,996,Rockit (TM),
2,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,1080,containers D11,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1259,S,,B,,RA,RA,6,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,1080,P2 P234,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1259,S,,B,,RA,RA,3,996,Rockit (TM),
4,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,1080,P2 P236,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1259,S,,B,,RA,RA,12,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,11/03/2025,,1080,P2 P238,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Norton,NTRK,R1856,R1856B,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1228,S,,B,,RA,RA,3,996,Rockit (TM),
3,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,360,P2 P234,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,3,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,360,P2 P236,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,1,996,Rockit (TM),
3,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,360,P2 P236,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,3,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,360,P2 P254,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1249,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,360,PT PACKHOUSE TUNNEL,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,360,Sunfruit Greefa Presizer,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,360.072,P2 P218,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,GRA ROCKIT,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1286,S,,B,,RA,RA,1.0002,996,Rockit (TM),PE1249
3,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,720,P2 P234,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,6,996,Rockit (TM),
3,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,720,P2 P236,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,6,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,720,P2 P254,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1249,S,,B,,RA,RA,2,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,720,PT PACKHOUSE TUNNEL,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,2,996,Rockit (TM),
7,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,1080,containers D11,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,21,996,Rockit (TM),
3,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,1080,P2 P234,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,9,996,Rockit (TM),
2,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,1080,P2 P236,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1249,S,,B,,RA,RA,6,996,Rockit (TM),
9,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,1080,P2 P236,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1260,S,,B,,RA,RA,27,996,Rockit (TM),
2,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,1080,P2 P254,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1249,S,,B,,RA,RA,6,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,12/03/2025,,1080,P2 P255,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1249,S,,B,,RA,RA,3,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,13/03/2025,,165.744,P3 P309,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Te Aute Road South,A,R2668,R2668A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1287,S,,B,,RA,RA,0.4604,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,13/03/2025,,292.644,P4 P445,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Huawhenua - Home,,R1751,R1751B,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1234,S,,B,,RA,RA,0.8129,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,13/03/2025,,360,P4 P445,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Huawhenua - Home,,R1751,R1751B,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,PE1200,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,117,HG,CN,13/03/2025,,360.072,P2 P248,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Te Aute Road South,A,R2668,R2668A,,,,NZ RK 996Rockit   117 ExprtBn CN HG UNN,,Apple,P1287,S,,B,,RA,RA,1.0002,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,22/02/2025,,269.028,C1 C139,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longlands,,R2329,R2329C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,P1070,S,,A,,RA,RA,0.7473,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,24/02/2025,,360,P2 P226,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1264,S,,C,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,153.18,P3 P309,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Norton,NTRK,R1856,R1856B,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,P1281,S,,B,,RA,RA,0.4255,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,212.292,P3 P309,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longacre Orchard,,R2219,R2219A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,P1283,S,,B,,RA,RA,0.5897,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,210.6,P3 P309,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,P1305,S,,B,,RA,RA,0.585,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,360,P2 P254,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1249,S,,B,,RA,RA,1,996,Rockit (TM),
1,In stock,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,360,P2 P255,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Te Aute Road South,,R2668,R2668A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1251,S,,B,,RA,RA,1,996,Rockit (TM),
