Bins,BinStatus,BinType,ColourBand,Contract,ContractDesc,ContractVendor,FruitSize,Grade,GrowMethod,HarvestDate,HarvestPick,KGs,Location,MarketType,Markets,Orchard,OrchardBlock,OrchardPIN,OrchardProdSite,PackDate,PackingGroup,PackingPlan,PackingPlanDesc,ProblemRisk,Produce,SourceRun,StorageType,SubmCode,SubmProfile,SubmDate,TraderIn,Traders,Units,Variety,VarietyDesc,Run
2,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,20/02/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,D,R1149,R1149D,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1037,S,,A,,RA,RA,4,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,20/02/2025,,1080,containers D7,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Wharerangi,,R1936,R1936C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1051,S,,B,,RA,RA,3,996,Rockit (TM),
4,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,20/02/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,D,R1149,R1149D,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1037,S,,A,,RA,RA,12,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,20/02/2025,,1080,Rockit Irongate CS,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Wharerangi,,R1936,R1936C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1051,S,,B,,RA,RA,3,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,22/02/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longlands,,R2329,R2329C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1062,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,22/02/2025,,360,Rockit Irongate CS,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Home Block,,R1230,R1230C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1062,S,,C,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,22/02/2025,,360,Rockit Irongate CS,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919F,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1062,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,22/02/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longlands,,R2329,R2329C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1062,S,,B,,RA,RA,2,996,Rockit (TM),
8,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,22/02/2025,,1080,Rockit Irongate CS,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longlands,,R2329,R2329C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1062,S,,B,,RA,RA,24,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,24/02/2025,,720,Rockit Irongate CS,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Home Block,,R1230,R1230C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1063,S,,C,,RA,RA,2,996,Rockit (TM),
4,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,24/02/2025,,1080,Rockit Irongate CS,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Home Block,C,R1230,R1230C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1063,S,,C,,RA,RA,12,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longacre Orchard,,R2219,R2219A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1229,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longacre Orchard,,R2219,R2219A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1231,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit STOCK ROADS,,R2534,R2534C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1231,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Te Aute Road South,,R2668,R2668A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1254,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1250,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,,R2841,R2841A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1259,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1254,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1259,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Norton,NTRK,R1856,R1856B,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1228,S,,B,,RA,RA,1,996,Rockit (TM),
2,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longacre Orchard,,R2219,R2219A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1231,S,,B,,RA,RA,4,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit STOCK ROADS,,R2534,R2534C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1237,S,,B,,RA,RA,2,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1254,S,,B,,RA,RA,2,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1259,S,,B,,RA,RA,2,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Norton,NTRK,R1856,R1856B,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1228,S,,B,,RA,RA,2,996,Rockit (TM),
9,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Longacre Orchard,,R2219,R2219A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1231,S,,B,,RA,RA,27,996,Rockit (TM),
9,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit STOCK ROADS,,R2534,R2534C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1237,S,,B,,RA,RA,27,996,Rockit (TM),
7,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Rockit Manzana,,R2879,R2879C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1259,S,,B,,RA,RA,21,996,Rockit (TM),
14,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,11/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Norton,NTRK,R1856,R1856B,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1228,S,,B,,RA,RA,42,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Riverside Apples,,R1021,R1021B,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1227,S,,B,,RA,RA,1,996,Rockit (TM),
3,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1251,S,,B,,RA,RA,3,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Waipatu,,R2873,R2873C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1249,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1249,S,,B,,RA,RA,2,996,Rockit (TM),
3,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1251,S,,B,,RA,RA,6,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,,R2841,R2841A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1260,S,,B,,RA,RA,2,996,Rockit (TM),
11,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Te Aute Road North,,R1233,R1233A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1227,S,,B,,RA,RA,33,996,Rockit (TM),
5,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1249,S,,B,,RA,RA,15,996,Rockit (TM),
7,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Napier Road South,,R2712,R2712A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1251,S,,B,,RA,RA,21,996,Rockit (TM),
20,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,12/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Parkhill Orchard,PHRK,R2841,R2841A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1260,S,,B,,RA,RA,60,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,13/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Te Aute Road South,,R2668,R2668A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1253,S,,B,,RA,RA,2,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,13/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Waipatu,,R2873,R2873C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1248,S,,B,,RA,RA,2,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,13/03/2025,,1080,containers D8,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Waipatu,WPR3,R2873,R2873C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1248,S,,B,,RA,RA,3,996,Rockit (TM),
6,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,13/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Te Aute Road South,A,R2668,R2668A,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1252,S,,B,,RA,RA,18,996,Rockit (TM),
15,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,13/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Waipatu,WPR3,R2873,R2873C,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1238,S,,B,,RA,RA,45,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,14/03/2025,,720,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Riverside Apples,,R1021,R1021B,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1226,S,,B,,RA,RA,2,996,Rockit (TM),
2,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,140,HG,CN,14/03/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Riverside Apples,,R1021,R1021B,,,,NZ RK 996PremA96  140 ExprtBn CN HG UNNN,,Apple,PE1226,S,,B,,RA,RA,6,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,354,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,,R1149,R1149A,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1017,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,354,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,,R1149,R1149D,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1017,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,354,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",MANZANA 2,,R2925,R2925B,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1007,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,354,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",MANZANA 2,,R2925,R2925B,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1009,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919H,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1005,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919H,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1006,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,360,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919H,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1007,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,708,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,,R1149,R1149C,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1013,S,,B,,RA,RA,2,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,708,Napier Port,Export,"ARE,BRN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Sim2,,R2886,R2886B,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1031,S,,B,,RA,RA,2,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,11/02/2025,,1080,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Valley,,R2919,R2919H,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1005,S,,A,,RA,RA,3,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,12/02/2025,,354,containers D3,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Sim1,,R2900,R2900C,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1019,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,12/02/2025,,354,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Steel,,R1149,R1149D,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1019,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,12/02/2025,,354,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Home Block,,R1230,R1230B,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1034,S,,B,,RA,RA,1,996,Rockit (TM),
1,Loaded out,Export Bin,,35,ROCKIT 3 STRAP EXP BINS,Rockit Trading Company Ltd,170,HG,CN,12/02/2025,,354,Napier Port,Export,"ARE,BRN,CAN,CHN,EUR,HKG,IDN,IND,MYS,NOR,NZL,SGP,THA,TWN,USA,USACA,VNM",Home Block,,R1230,R1230F,,,,NZ RK 996Rockit   170 ExprtBn CN HG UNN,,Apple,PE1033,S,,B,,RA,RA,1,996,Rockit (TM),
